city_code,wilaya,year,population
12,Tébessa,1922,120004
13,Tlemcen,1922,207412
14,Tiaret,1922,168516
15,Tizi Ouzou,1922,273098
16,Algiers,1922,494767
17,Djelfa,1922,143729
18,Jijel,1922,138182
19,Sétif,1922,292443
20,Saïda,1922,68968
21,Skikda,1922,181506
22,Sidi Bel Abbès,1922,130186
23,Annaba,1922,133090
24,Guelma,1922,103589
25,Constantine,1922,194182
26,Médéa,1922,190750
27,Mostaganem,1922,147799
28,M'Sila,1922,177544
29,Mascara,1922,165004
30,Ouargla,1922,84053
31,Oran,1922,268753
32,El Bayadh,1922,45587
33,Illizi,1922,5775
34,Bordj Bou Arreridj,1922,125777
35,Boumerdès,1922,189650
36,El Tarf,1922,81163
37,Tindouf,1922,4790
38,Tissemsilt,1922,66711
39,El Oued,1922,111265
40,Khenchela,1922,71458
41,Souk Ahras,1922,87437
42,Tipaza,1922,180347
43,Mila,1922,149829
44,Aïn Defla,1922,157205
45,Naâma,1922,33087
46,Aïn Témouchent,1922,79585
47,Ghardaia,1922,63314
48,Relizane,1922,159801
1,Adrar,1923,64183
2,Chlef,1923,201108
3,Laghouat,1923,63666
4,Oum El Bouaghi,1923,119142
5,Batna,1923,223991
6,Béjaïa,1923,206419
7,Biskra,1923,126992
8,Béchar,1923,54409
9,Blida,1923,208429
10,Bouira,1923,155468
11,Tamanrasset,1923,27876
12,Tébessa,1923,121104
13,Tlemcen,1923,209314
14,Tiaret,1923,170062
15,Tizi Ouzou,1923,275603
16,Algiers,1923,499305
17,Djelfa,1923,145047
18,Jijel,1923,139449
19,Sétif,1923,295125
20,Saïda,1923,69600
21,Skikda,1923,183171
22,Sidi Bel Abbès,1923,131380
23,Annaba,1923,134310
24,Guelma,1923,104539
25,Constantine,1923,195963
26,Médéa,1923,192500
27,Mostaganem,1923,149155
28,M'Sila,1923,179172
29,Mascara,1923,166517
30,Ouargla,1923,84824
31,Oran,1923,271218
32,El Bayadh,1923,46006
33,Illizi,1923,5828
34,Bordj Bou Arreridj,1923,126931
35,Boumerdès,1923,191389
36,El Tarf,1923,81907
37,Tindouf,1923,4834
38,Tissemsilt,1923,67322
39,El Oued,1923,112286
40,Khenchela,1923,72113
41,Souk Ahras,1923,88239
42,Tipaza,1923,182001
43,Mila,1923,151203
44,Aïn Defla,1923,158647
45,Naâma,1923,33391
46,Aïn Témouchent,1923,80315
47,Ghardaia,1923,63894
48,Relizane,1923,161267
1,Adrar,1924,64766
2,Chlef,1924,202936
3,Laghouat,1924,64244
4,Oum El Bouaghi,1924,120224
5,Batna,1924,226027
6,Béjaïa,1924,208295
7,Biskra,1924,128146
8,Béchar,1924,54903
9,Blida,1924,210323
10,Bouira,1924,156881
11,Tamanrasset,1924,28129
12,Tébessa,1924,122205
13,Tlemcen,1924,211216
14,Tiaret,1924,171607
15,Tizi Ouzou,1924,278108
16,Algiers,1924,503842
17,Djelfa,1924,146365
18,Jijel,1924,140716
19,Sétif,1924,297807
20,Saïda,1924,70233
21,Skikda,1924,184836
22,Sidi Bel Abbès,1924,132574
23,Annaba,1924,135531
24,Guelma,1924,105489
25,Constantine,1924,197745
26,Médéa,1924,194249
27,Mostaganem,1924,150511
28,M'Sila,1924,180801
29,Mascara,1924,168031
30,Ouargla,1924,85595
31,Oran,1924,273683
32,El Bayadh,1924,46424
33,Illizi,1924,5881
34,Bordj Bou Arreridj,1924,128084
35,Boumerdès,1924,193129
36,El Tarf,1924,82652
37,Tindouf,1924,4878
38,Tissemsilt,1924,67934
39,El Oued,1924,113306
40,Khenchela,1924,72768
41,Souk Ahras,1924,89041
42,Tipaza,1924,183655
43,Mila,1924,152578
44,Aïn Defla,1924,160089
45,Naâma,1924,33694
46,Aïn Témouchent,1924,81045
47,Ghardaia,1924,64475
48,Relizane,1924,162733
1,Adrar,1925,65350
2,Chlef,1925,204763
3,Laghouat,1925,64823
4,Oum El Bouaghi,1925,121307
5,Batna,1925,228063
6,Béjaïa,1925,210171
7,Biskra,1925,129301
8,Béchar,1925,55398
9,Blida,1925,212218
10,Bouira,1925,158294
11,Tamanrasset,1925,28383
12,Tébessa,1925,123306
13,Tlemcen,1925,213119
14,Tiaret,1925,173153
15,Tizi Ouzou,1925,280613
16,Algiers,1925,508380
17,Djelfa,1925,147684
18,Jijel,1925,141984
19,Sétif,1925,300490
20,Saïda,1925,70865
21,Skikda,1925,186501
22,Sidi Bel Abbès,1925,133768
23,Annaba,1925,136752
24,Guelma,1925,106439
25,Constantine,1925,199526
26,Médéa,1925,195999
27,Mostaganem,1925,151866
28,M'Sila,1925,182429
29,Mascara,1925,169544
30,Ouargla,1925,86366
31,Oran,1925,276148
32,El Bayadh,1925,46842
33,Illizi,1925,5933
34,Bordj Bou Arreridj,1925,129238
35,Boumerdès,1925,194868
36,El Tarf,1925,83396
37,Tindouf,1925,4922
38,Tissemsilt,1925,68546
39,El Oued,1925,114327
40,Khenchela,1925,73424
41,Souk Ahras,1925,89843
42,Tipaza,1925,185310
43,Mila,1925,153952
44,Aïn Defla,1925,161531
45,Naâma,1925,33998
46,Aïn Témouchent,1925,81775
47,Ghardaia,1925,65056
48,Relizane,1925,164198
1,Adrar,1926,65933
2,Chlef,1926,206591
3,Laghouat,1926,65402
4,Oum El Bouaghi,1926,122390
5,Batna,1926,230098
6,Béjaïa,1926,212047
7,Biskra,1926,130455
8,Béchar,1926,55892
9,Blida,1926,214112
10,Bouira,1926,159707
11,Tamanrasset,1926,28636
12,Tébessa,1926,124406
13,Tlemcen,1926,215021
14,Tiaret,1926,174699
15,Tizi Ouzou,1926,283118
16,Algiers,1926,512918
17,Djelfa,1926,149002
18,Jijel,1926,143251
19,Sétif,1926,303172
20,Saïda,1926,71498
21,Skikda,1926,188165
22,Sidi Bel Abbès,1926,134962
23,Annaba,1926,137972
24,Guelma,1926,107389
25,Constantine,1926,201307
26,Médéa,1926,197748
27,Mostaganem,1926,153222
28,M'Sila,1926,184057
29,Mascara,1926,171057
30,Ouargla,1926,87137
31,Oran,1926,278612
32,El Bayadh,1926,47260
33,Illizi,1926,5986
34,Bordj Bou Arreridj,1926,130391
35,Boumerdès,1926,196608
36,El Tarf,1926,84140
37,Tindouf,1926,4966
38,Tissemsilt,1926,69158
39,El Oued,1926,115347
40,Khenchela,1926,74079
41,Souk Ahras,1926,90645
42,Tipaza,1926,186964
43,Mila,1926,155326
44,Aïn Defla,1926,162972
45,Naâma,1926,34301
46,Aïn Témouchent,1926,82505
47,Ghardaia,1926,65636
48,Relizane,1926,165664
1,Adrar,1927,66516
2,Chlef,1927,208419
3,Laghouat,1927,65980
4,Oum El Bouaghi,1927,123473
5,Batna,1927,232134
6,Béjaïa,1927,213923
7,Biskra,1927,131609
8,Béchar,1927,56387
9,Blida,1927,216006
10,Bouira,1927,161120
11,Tamanrasset,1927,28890
12,Tébessa,1927,125507
13,Tlemcen,1927,216923
14,Tiaret,1927,176244
15,Tizi Ouzou,1927,285623
16,Algiers,1927,517456
17,Djelfa,1927,150320
18,Jijel,1927,144518
19,Sétif,1927,305854
20,Saïda,1927,72130
21,Skikda,1927,189830
22,Sidi Bel Abbès,1927,136156
23,Annaba,1927,139193
24,Guelma,1927,108340
25,Constantine,1927,203088
26,Médéa,1927,199498
27,Mostaganem,1927,154577
28,M'Sila,1927,185686
29,Mascara,1927,172571
30,Ouargla,1927,87908
31,Oran,1927,281077
32,El Bayadh,1927,47678
33,Illizi,1927,6039
34,Bordj Bou Arreridj,1927,131545
35,Boumerdès,1927,198347
36,El Tarf,1927,84885
37,Tindouf,1927,5009
38,Tissemsilt,1927,69770
39,El Oued,1927,116368
40,Khenchela,1927,74735
41,Souk Ahras,1927,91447
42,Tipaza,1927,188618
43,Mila,1927,156700
44,Aïn Defla,1927,164414
45,Naâma,1927,34605
46,Aïn Témouchent,1927,83235
47,Ghardaia,1927,66217
48,Relizane,1927,167130
1,Adrar,1928,67100
2,Chlef,1928,210247
3,Laghouat,1928,66559
4,Oum El Bouaghi,1928,124556
5,Batna,1928,234170
6,Béjaïa,1928,215799
7,Biskra,1928,132763
8,Béchar,1928,56881
9,Blida,1928,217901
10,Bouira,1928,162533
11,Tamanrasset,1928,29143
12,Tébessa,1928,126608
13,Tlemcen,1928,218826
14,Tiaret,1928,177790
15,Tizi Ouzou,1928,288127
16,Algiers,1928,521994
17,Djelfa,1928,151638
18,Jijel,1928,145786
19,Sétif,1928,308536
20,Saïda,1928,72763
21,Skikda,1928,191495
22,Sidi Bel Abbès,1928,137350
23,Annaba,1928,140414
24,Guelma,1928,109290
25,Constantine,1928,204869
26,Médéa,1928,201247
27,Mostaganem,1928,155933
28,M'Sila,1928,187314
29,Mascara,1928,174084
30,Ouargla,1928,88679
31,Oran,1928,283542
32,El Bayadh,1928,48096
33,Illizi,1928,6092
34,Bordj Bou Arreridj,1928,132699
35,Boumerdès,1928,200087
36,El Tarf,1928,85629
37,Tindouf,1928,5053
38,Tissemsilt,1928,70382
39,El Oued,1928,117389
40,Khenchela,1928,75390
41,Souk Ahras,1928,92249
42,Tipaza,1928,190272
43,Mila,1928,158074
44,Aïn Defla,1928,165856
45,Naâma,1928,34908
46,Aïn Témouchent,1928,83964
47,Ghardaia,1928,66798
48,Relizane,1928,168595
1,Adrar,1929,67683
2,Chlef,1929,212074
3,Laghouat,1929,67138
4,Oum El Bouaghi,1929,125638
5,Batna,1929,236205
6,Béjaïa,1929,217675
7,Biskra,1929,133917
8,Béchar,1929,57376
9,Blida,1929,219795
10,Bouira,1929,163945
11,Tamanrasset,1929,29396
12,Tébessa,1929,127708
13,Tlemcen,1929,220728
14,Tiaret,1929,179335
15,Tizi Ouzou,1929,290632
16,Algiers,1929,526532
17,Djelfa,1929,152957
18,Jijel,1929,147053
19,Sétif,1929,311219
20,Saïda,1929,73395
21,Skikda,1929,193160
22,Sidi Bel Abbès,1929,138544
23,Annaba,1929,141634
24,Guelma,1929,110240
25,Constantine,1929,206650
26,Médéa,1929,202997
27,Mostaganem,1929,157289
28,M'Sila,1929,188943
29,Mascara,1929,175598
30,Ouargla,1929,89450
31,Oran,1929,286007
32,El Bayadh,1929,48514
33,Illizi,1929,6145
34,Bordj Bou Arreridj,1929,133852
35,Boumerdès,1929,201826
36,El Tarf,1929,86374
37,Tindouf,1929,5097
38,Tissemsilt,1929,70994
39,El Oued,1929,118409
40,Khenchela,1929,76045
41,Souk Ahras,1929,93051
42,Tipaza,1929,191926
43,Mila,1929,159449
44,Aïn Defla,1929,167298
45,Naâma,1929,35212
46,Aïn Témouchent,1929,84694
47,Ghardaia,1929,67378
48,Relizane,1929,170061
1,Adrar,1930,68266
2,Chlef,1930,213902
3,Laghouat,1930,67716
4,Oum El Bouaghi,1930,126721
5,Batna,1930,238241
6,Béjaïa,1930,219552
7,Biskra,1930,135071
8,Béchar,1930,57870
9,Blida,1930,221689
10,Bouira,1930,165358
11,Tamanrasset,1930,29650
12,Tébessa,1930,128809
13,Tlemcen,1930,222631
14,Tiaret,1930,180881
15,Tizi Ouzou,1930,293137
16,Algiers,1930,531070
17,Djelfa,1930,154275
18,Jijel,1930,148321
19,Sétif,1930,313901
20,Saïda,1930,74028
21,Skikda,1930,194824
22,Sidi Bel Abbès,1930,139738
23,Annaba,1930,142855
24,Guelma,1930,111190
25,Constantine,1930,208431
26,Médéa,1930,204746
27,Mostaganem,1930,158644
28,M'Sila,1930,190571
29,Mascara,1930,177111
30,Ouargla,1930,90221
31,Oran,1930,288472
32,El Bayadh,1930,48932
33,Illizi,1930,6198
34,Bordj Bou Arreridj,1930,135006
35,Boumerdès,1930,203565
36,El Tarf,1930,87118
37,Tindouf,1930,5141
38,Tissemsilt,1930,71606
39,El Oued,1930,119430
40,Khenchela,1930,76701
41,Souk Ahras,1930,93852
42,Tipaza,1930,193580
43,Mila,1930,160823
44,Aïn Defla,1930,168740
45,Naâma,1930,35515
46,Aïn Témouchent,1930,85424
47,Ghardaia,1930,67959
48,Relizane,1930,171527
1,Adrar,1931,68850
2,Chlef,1931,215730
3,Laghouat,1931,68295
4,Oum El Bouaghi,1931,127804
5,Batna,1931,240277
6,Béjaïa,1931,221428
7,Biskra,1931,136226
8,Béchar,1931,58365
9,Blida,1931,223584
10,Bouira,1931,166771
11,Tamanrasset,1931,29903
12,Tébessa,1931,129910
13,Tlemcen,1931,224533
14,Tiaret,1931,182427
15,Tizi Ouzou,1931,295642
16,Algiers,1931,535608
17,Djelfa,1931,155593
18,Jijel,1931,149588
19,Sétif,1931,316583
20,Saïda,1931,74661
21,Skikda,1931,196489
22,Sidi Bel Abbès,1931,140932
23,Annaba,1931,144076
24,Guelma,1931,112140
25,Constantine,1931,210212
26,Médéa,1931,206496
27,Mostaganem,1931,160000
28,M'Sila,1931,192199
29,Mascara,1931,178624
30,Ouargla,1931,90992
31,Oran,1931,290937
32,El Bayadh,1931,49351
33,Illizi,1931,6251
34,Bordj Bou Arreridj,1931,136160
35,Boumerdès,1931,205305
36,El Tarf,1931,87862
37,Tindouf,1931,5185
38,Tissemsilt,1931,72217
39,El Oued,1931,120450
40,Khenchela,1931,77356
41,Souk Ahras,1931,94654
42,Tipaza,1931,195234
43,Mila,1931,162197
44,Aïn Defla,1931,170182
45,Naâma,1931,35819
46,Aïn Témouchent,1931,86154
47,Ghardaia,1931,68540
48,Relizane,1931,172992
1,Adrar,1932,69433
2,Chlef,1932,217558
3,Laghouat,1932,68873
4,Oum El Bouaghi,1932,128887
5,Batna,1932,242313
6,Béjaïa,1932,223304
7,Biskra,1932,137380
8,Béchar,1932,58859
9,Blida,1932,225478
10,Bouira,1932,168184
11,Tamanrasset,1932,30156
12,Tébessa,1932,131010
13,Tlemcen,1932,226435
14,Tiaret,1932,183972
15,Tizi Ouzou,1932,298147
16,Algiers,1932,540146
17,Djelfa,1932,156911
18,Jijel,1932,150855
19,Sétif,1932,319265
20,Saïda,1932,75293
21,Skikda,1932,198154
22,Sidi Bel Abbès,1932,142126
23,Annaba,1932,145296
24,Guelma,1932,113090
25,Constantine,1932,211993
26,Médéa,1932,208246
27,Mostaganem,1932,161355
28,M'Sila,1932,193828
29,Mascara,1932,180138
30,Ouargla,1932,91763
31,Oran,1932,293402
32,El Bayadh,1932,49769
33,Illizi,1932,6304
34,Bordj Bou Arreridj,1932,137313
35,Boumerdès,1932,207044
36,El Tarf,1932,88607
37,Tindouf,1932,5229
38,Tissemsilt,1932,72829
39,El Oued,1932,121471
40,Khenchela,1932,78012
41,Souk Ahras,1932,95456
42,Tipaza,1932,196888
43,Mila,1932,163571
44,Aïn Defla,1932,171624
45,Naâma,1932,36122
46,Aïn Témouchent,1932,86884
47,Ghardaia,1932,69121
48,Relizane,1932,174458
1,Adrar,1933,70016
2,Chlef,1933,219385
3,Laghouat,1933,69452
4,Oum El Bouaghi,1933,129970
5,Batna,1933,244348
6,Béjaïa,1933,225180
7,Biskra,1933,138534
8,Béchar,1933,59354
9,Blida,1933,227372
10,Bouira,1933,169597
11,Tamanrasset,1933,30410
12,Tébessa,1933,132111
13,Tlemcen,1933,228338
14,Tiaret,1933,185518
15,Tizi Ouzou,1933,300651
16,Algiers,1933,544684
17,Djelfa,1933,158230
18,Jijel,1933,152123
19,Sétif,1933,321948
20,Saïda,1933,75926
21,Skikda,1933,199819
22,Sidi Bel Abbès,1933,143320
23,Annaba,1933,146517
24,Guelma,1933,114040
25,Constantine,1933,213774
26,Médéa,1933,209995
27,Mostaganem,1933,162711
28,M'Sila,1933,195456
29,Mascara,1933,181651
30,Ouargla,1933,92534
31,Oran,1933,295867
32,El Bayadh,1933,50187
33,Illizi,1933,6357
34,Bordj Bou Arreridj,1933,138467
35,Boumerdès,1933,208784
36,El Tarf,1933,89351
37,Tindouf,1933,5273
38,Tissemsilt,1933,73441
39,El Oued,1933,122491
40,Khenchela,1933,78667
41,Souk Ahras,1933,96258
42,Tipaza,1933,198543
43,Mila,1933,164945
44,Aïn Defla,1933,173065
45,Naâma,1933,36426
46,Aïn Témouchent,1933,87614
47,Ghardaia,1933,69701
48,Relizane,1933,175924
1,Adrar,1934,70600
2,Chlef,1934,221213
3,Laghouat,1934,70031
4,Oum El Bouaghi,1934,131053
5,Batna,1934,246384
6,Béjaïa,1934,227056
7,Biskra,1934,139688
8,Béchar,1934,59848
9,Blida,1934,229266
10,Bouira,1934,171010
11,Tamanrasset,1934,30663
12,Tébessa,1934,133212
13,Tlemcen,1934,230240
14,Tiaret,1934,187063
15,Tizi Ouzou,1934,303156
16,Algiers,1934,549222
17,Djelfa,1934,159548
18,Jijel,1934,153390
19,Sétif,1934,324630
20,Saïda,1934,76558
21,Skikda,1934,201483
22,Sidi Bel Abbès,1934,144514
23,Annaba,1934,147738
24,Guelma,1934,114990
25,Constantine,1934,215555
26,Médéa,1934,211745
27,Mostaganem,1934,164067
28,M'Sila,1934,197085
29,Mascara,1934,183165
30,Ouargla,1934,93305
31,Oran,1934,298332
32,El Bayadh,1934,50605
33,Illizi,1934,6410
34,Bordj Bou Arreridj,1934,139620
35,Boumerdès,1934,210523
36,El Tarf,1934,90096
37,Tindouf,1934,5317
38,Tissemsilt,1934,74053
39,El Oued,1934,123512
40,Khenchela,1934,79322
41,Souk Ahras,1934,97060
42,Tipaza,1934,200197
43,Mila,1934,166320
44,Aïn Defla,1934,174507
45,Naâma,1934,36729
46,Aïn Témouchent,1934,88344
47,Ghardaia,1934,70282
48,Relizane,1934,177389
1,Adrar,1935,71183
2,Chlef,1935,223041
3,Laghouat,1935,70609
4,Oum El Bouaghi,1935,132135
5,Batna,1935,248420
6,Béjaïa,1935,228932
7,Biskra,1935,140842
8,Béchar,1935,60343
9,Blida,1935,231161
10,Bouira,1935,172423
11,Tamanrasset,1935,30916
12,Tébessa,1935,134312
13,Tlemcen,1935,232142
14,Tiaret,1935,188609
15,Tizi Ouzou,1935,305661
16,Algiers,1935,553760
17,Djelfa,1935,160866
18,Jijel,1935,154658
19,Sétif,1935,327312
20,Saïda,1935,77191
21,Skikda,1935,203148
22,Sidi Bel Abbès,1935,145709
23,Annaba,1935,148958
24,Guelma,1935,115940
25,Constantine,1935,217336
26,Médéa,1935,213494
27,Mostaganem,1935,165422
28,M'Sila,1935,198713
29,Mascara,1935,184678
30,Ouargla,1935,94076
31,Oran,1935,300797
32,El Bayadh,1935,51023
33,Illizi,1935,6463
34,Bordj Bou Arreridj,1935,140774
35,Boumerdès,1935,212263
36,El Tarf,1935,90840
37,Tindouf,1935,5361
38,Tissemsilt,1935,74665
39,El Oued,1935,124532
40,Khenchela,1935,79978
41,Souk Ahras,1935,97862
42,Tipaza,1935,201851
43,Mila,1935,167694
44,Aïn Defla,1935,175949
45,Naâma,1935,37033
46,Aïn Témouchent,1935,89074
47,Ghardaia,1935,70863
48,Relizane,1935,178855
1,Adrar,1936,71766
2,Chlef,1936,224869
3,Laghouat,1936,71188
4,Oum El Bouaghi,1936,133218
5,Batna,1936,250456
6,Béjaïa,1936,230808
7,Biskra,1936,141996
8,Béchar,1936,60837
9,Blida,1936,233055
10,Bouira,1936,173836
11,Tamanrasset,1936,31170
12,Tébessa,1936,135413
13,Tlemcen,1936,234045
14,Tiaret,1936,190155
15,Tizi Ouzou,1936,308166
16,Algiers,1936,558297
17,Djelfa,1936,162184
18,Jijel,1936,155925
19,Sétif,1936,329994
20,Saïda,1936,77823
21,Skikda,1936,204813
22,Sidi Bel Abbès,1936,146903
23,Annaba,1936,150179
24,Guelma,1936,116891
25,Constantine,1936,219117
26,Médéa,1936,215244
27,Mostaganem,1936,166778
28,M'Sila,1936,200342
29,Mascara,1936,186191
30,Ouargla,1936,94846
31,Oran,1936,303262
32,El Bayadh,1936,51441
33,Illizi,1936,6516
34,Bordj Bou Arreridj,1936,141928
35,Boumerdès,1936,214002
36,El Tarf,1936,91585
37,Tindouf,1936,5405
38,Tissemsilt,1936,75277
39,El Oued,1936,125553
40,Khenchela,1936,80633
41,Souk Ahras,1936,98664
42,Tipaza,1936,203505
43,Mila,1936,169068
44,Aïn Defla,1936,177391
45,Naâma,1936,37336
46,Aïn Témouchent,1936,89804
47,Ghardaia,1936,71443
48,Relizane,1936,180321
1,Adrar,1937,72350
2,Chlef,1937,226697
3,Laghouat,1937,71767
4,Oum El Bouaghi,1937,134301
5,Batna,1937,252491
6,Béjaïa,1937,232684
7,Biskra,1937,143151
8,Béchar,1937,61332
9,Blida,1937,234949
10,Bouira,1937,175249
11,Tamanrasset,1937,31423
12,Tébessa,1937,136514
13,Tlemcen,1937,235947
14,Tiaret,1937,191700
15,Tizi Ouzou,1937,310671
16,Algiers,1937,562835
17,Djelfa,1937,163503
18,Jijel,1937,157192
19,Sétif,1937,332676
20,Saïda,1937,78456
21,Skikda,1937,206478
22,Sidi Bel Abbès,1937,148097
23,Annaba,1937,151400
24,Guelma,1937,117841
25,Constantine,1937,220898
26,Médéa,1937,216993
27,Mostaganem,1937,168133
28,M'Sila,1937,201970
29,Mascara,1937,187705
30,Ouargla,1937,95617
31,Oran,1937,305727
32,El Bayadh,1937,51859
33,Illizi,1937,6569
34,Bordj Bou Arreridj,1937,143081
35,Boumerdès,1937,215741
36,El Tarf,1937,92329
37,Tindouf,1937,5449
38,Tissemsilt,1937,75889
39,El Oued,1937,126573
40,Khenchela,1937,81289
41,Souk Ahras,1937,99466
42,Tipaza,1937,205159
43,Mila,1937,170442
44,Aïn Defla,1937,178833
45,Naâma,1937,37640
46,Aïn Témouchent,1937,90534
47,Ghardaia,1937,72024
48,Relizane,1937,181786
1,Adrar,1938,72933
2,Chlef,1938,228524
3,Laghouat,1938,72345
4,Oum El Bouaghi,1938,135384
5,Batna,1938,254527
6,Béjaïa,1938,234560
7,Biskra,1938,144305
8,Béchar,1938,61826
9,Blida,1938,236844
10,Bouira,1938,176662
11,Tamanrasset,1938,31676
12,Tébessa,1938,137614
13,Tlemcen,1938,237849
14,Tiaret,1938,193246
15,Tizi Ouzou,1938,313176
16,Algiers,1938,567373
17,Djelfa,1938,164821
18,Jijel,1938,158460
19,Sétif,1938,335359
20,Saïda,1938,79089
21,Skikda,1938,208142
22,Sidi Bel Abbès,1938,149291
23,Annaba,1938,152620
24,Guelma,1938,118791
25,Constantine,1938,222679
26,Médéa,1938,218743
27,Mostaganem,1938,169489
28,M'Sila,1938,203598
29,Mascara,1938,189218
30,Ouargla,1938,96388
31,Oran,1938,308192
32,El Bayadh,1938,52277
33,Illizi,1938,6622
34,Bordj Bou Arreridj,1938,144235
35,Boumerdès,1938,217481
36,El Tarf,1938,93073
37,Tindouf,1938,5493
38,Tissemsilt,1938,76500
39,El Oued,1938,127594
40,Khenchela,1938,81944
41,Souk Ahras,1938,100268
42,Tipaza,1938,206813
43,Mila,1938,171816
44,Aïn Defla,1938,180275
45,Naâma,1938,37943
46,Aïn Témouchent,1938,91264
47,Ghardaia,1938,72605
48,Relizane,1938,183252
1,Adrar,1939,73516
2,Chlef,1939,230352
3,Laghouat,1939,72924
4,Oum El Bouaghi,1939,136467
5,Batna,1939,256563
6,Béjaïa,1939,236436
7,Biskra,1939,145459
8,Béchar,1939,62321
9,Blida,1939,238738
10,Bouira,1939,178075
11,Tamanrasset,1939,31930
12,Tébessa,1939,138715
13,Tlemcen,1939,239752
14,Tiaret,1939,194791
15,Tizi Ouzou,1939,315680
16,Algiers,1939,571911
17,Djelfa,1939,166139
18,Jijel,1939,159727
19,Sétif,1939,338041
20,Saïda,1939,79721
21,Skikda,1939,209807
22,Sidi Bel Abbès,1939,150485
23,Annaba,1939,153841
24,Guelma,1939,119741
25,Constantine,1939,224460
26,Médéa,1939,220492
27,Mostaganem,1939,170844
28,M'Sila,1939,205227
29,Mascara,1939,190732
30,Ouargla,1939,97159
31,Oran,1939,310657
32,El Bayadh,1939,52696
33,Illizi,1939,6675
34,Bordj Bou Arreridj,1939,145388
35,Boumerdès,1939,219220
36,El Tarf,1939,93818
37,Tindouf,1939,5537
38,Tissemsilt,1939,77112
39,El Oued,1939,128614
40,Khenchela,1939,82599
41,Souk Ahras,1939,101070
42,Tipaza,1939,208467
43,Mila,1939,173191
44,Aïn Defla,1939,181717
45,Naâma,1939,38246
46,Aïn Témouchent,1939,91994
47,Ghardaia,1939,73186
48,Relizane,1939,184718
1,Adrar,1940,74100
2,Chlef,1940,232180
3,Laghouat,1940,73503
4,Oum El Bouaghi,1940,137549
5,Batna,1940,258599
6,Béjaïa,1940,238312
7,Biskra,1940,146613
8,Béchar,1940,62815
9,Blida,1940,240632
10,Bouira,1940,179488
11,Tamanrasset,1940,32183
12,Tébessa,1940,139816
13,Tlemcen,1940,241654
14,Tiaret,1940,196337
15,Tizi Ouzou,1940,318185
16,Algiers,1940,576449
17,Djelfa,1940,167458
18,Jijel,1940,160994
19,Sétif,1940,340723
20,Saïda,1940,80354
21,Skikda,1940,211472
22,Sidi Bel Abbès,1940,151679
23,Annaba,1940,155062
24,Guelma,1940,120691
25,Constantine,1940,226241
26,Médéa,1940,222242
27,Mostaganem,1940,172200
28,M'Sila,1940,206855
29,Mascara,1940,192245
30,Ouargla,1940,97930
31,Oran,1940,313122
32,El Bayadh,1940,53114
33,Illizi,1940,6728
34,Bordj Bou Arreridj,1940,146542
35,Boumerdès,1940,220960
36,El Tarf,1940,94562
37,Tindouf,1940,5581
38,Tissemsilt,1940,77724
39,El Oued,1940,129635
40,Khenchela,1940,83255
41,Souk Ahras,1940,101872
42,Tipaza,1940,210121
43,Mila,1940,174565
44,Aïn Defla,1940,183158
45,Naâma,1940,38550
46,Aïn Témouchent,1940,92724
47,Ghardaia,1940,73766
48,Relizane,1940,186184
1,Adrar,1941,74683
2,Chlef,1941,234008
3,Laghouat,1941,74081
4,Oum El Bouaghi,1941,138632
5,Batna,1941,260634
6,Béjaïa,1941,240188
7,Biskra,1941,147767
8,Béchar,1941,63310
9,Blida,1941,242527
10,Bouira,1941,180901
11,Tamanrasset,1941,32437
12,Tébessa,1941,140916
13,Tlemcen,1941,243556
14,Tiaret,1941,197883
15,Tizi Ouzou,1941,320690
16,Algiers,1941,580987
17,Djelfa,1941,168776
18,Jijel,1941,162262
19,Sétif,1941,343405
20,Saïda,1941,80986
21,Skikda,1941,213137
22,Sidi Bel Abbès,1941,152873
23,Annaba,1941,156282
24,Guelma,1941,121641
25,Constantine,1941,228022
26,Médéa,1941,223991
27,Mostaganem,1941,173556
28,M'Sila,1941,208484
29,Mascara,1941,193758
30,Ouargla,1941,98701
31,Oran,1941,315587
32,El Bayadh,1941,53532
33,Illizi,1941,6781
34,Bordj Bou Arreridj,1941,147696
35,Boumerdès,1941,222699
36,El Tarf,1941,95307
37,Tindouf,1941,5625
38,Tissemsilt,1941,78336
39,El Oued,1941,130655
40,Khenchela,1941,83910
41,Souk Ahras,1941,102674
42,Tipaza,1941,211775
43,Mila,1941,175939
44,Aïn Defla,1941,184600
45,Naâma,1941,38853
46,Aïn Témouchent,1941,93454
47,Ghardaia,1941,74347
48,Relizane,1941,187649
1,Adrar,1942,75266
2,Chlef,1942,235835
3,Laghouat,1942,74660
4,Oum El Bouaghi,1942,139715
5,Batna,1942,262670
6,Béjaïa,1942,242064
7,Biskra,1942,148921
8,Béchar,1942,63804
9,Blida,1942,244421
10,Bouira,1942,182314
11,Tamanrasset,1942,32690
12,Tébessa,1942,142017
13,Tlemcen,1942,245459
14,Tiaret,1942,199428
15,Tizi Ouzou,1942,323195
16,Algiers,1942,585525
17,Djelfa,1942,170094
18,Jijel,1942,163529
19,Sétif,1942,346088
20,Saïda,1942,81619
21,Skikda,1942,214801
22,Sidi Bel Abbès,1942,154067
23,Annaba,1942,157503
24,Guelma,1942,122591
25,Constantine,1942,229803
26,Médéa,1942,225741
27,Mostaganem,1942,174911
28,M'Sila,1942,210112
29,Mascara,1942,195272
30,Ouargla,1942,99472
31,Oran,1942,318052
